district,murder,year
MAHASAMUND,0,2006
NARAYANPUR,0,2006
RAIPUR,0,2006
RAJNANDGAON,0,2006
SURAJPUR,0,2006
"NORTH GOA",0,2006
"SOUTH GOA",0,2006
"AHMEDABAD RURAL",0,2006
AHWA-DANG,0,2006
AMRELI,0,2006
BHAVNAGAR,0,2006
DAHOD,0,2006
HIMATNAGAR,0,2006
JAMNAGAR,0,2006
JUNAGADH,0,2006
"KHEDA NORTH",0,2006
KUTCH,0,2006
MEHSANA,0,2006
NARMADA,0,2006
NAVSARI,0,2006
PALANPUR,0,2006
PATAN,0,2006
PORBANDAR,0,2006
"RAJKOT COMMR.",0,2006
"RAJKOT RURAL",0,2006
"SURAT RURAL",0,2006
SURENDRANAGAR,0,2006
"VADODARA COMMR.",0,2006
"VADODARA RURAL",0,2006
VALSAD,0,2006
W.RLY,0,2006
AMBALA,0,2006
BHIWANI,0,2006
FARIDABAD,0,2006
FATEHABAD,0,2006
GRP,0,2006
GURGAON,0,2006
HISSAR,0,2006
JHAJJAR,0,2006
JIND,0,2006
KAITHAL,0,2006
KARNAL,0,2006
KURUKSHETRA,0,2006
MAHENDRAGARH,0,2006
MEWAT,0,2006
PALWAL,0,2006
PANCHKULA,0,2006
PANIPAT,0,2006
REWARI,0,2006
ROHTAK,0,2006
SIRSA,0,2006
SONIPAT,0,2006
YAMUNANAGAR,0,2006
BILASPUR,0,2006
CHAMBA,0,2006
G.R.P.,0,2006
HAMIRPUR,0,2006
KANGRA,0,2006
KINNAUR,0,2006
KULLU,0,2006
LAHAUL-SPITI,0,2006
MANDI,0,2006
SHIMLA,0,2006
SIRMAUR,0,2006
SOLAN,0,2006
UNA,0,2006
ANANTNAG,0,2006
AWANTIPORA,0,2006
BARAMULLA,0,2006
"BORDER DISTRICT",0,2006
BUDGAM,0,2006
"CRIME JAMMU",0,2006
"CRIME SRINAGAR",0,2006
DODA,0,2006
GANDERBAL,0,2006
HANDWARA,0,2006
JAMMU,0,2006
KARGIL,0,2006
KATHUA,0,2006
KULGAM,0,2006
KUPWARA,0,2006
LEH,0,2006
POONCH,0,2006
PULWAMA,0,2006
RAILWAYS,0,2006
RAJOURI,0,2006
RAMBAN,0,2006
REASI,0,2006
SRINAGAR,0,2006
UDHAMPUR,0,2006
BOKARO,0,2006
CHAIBASA,0,2006
CHATRA,0,2006
DEOGHAR,0,2006
DHANBAD,0,2006
"DHANBAD RLY.",0,2006
DUMKA,0,2006
GARHWA,0,2006
GIRIDIH,0,2006
GODDA,0,2006
GUMLA,0,2006
HAZARIBAGH,0,2006
"JAMSHEDPUR RLY.",0,2006
JAMTARA,0,2006
KODERMA,0,2006
LATEHAR,0,2006
LOHARDAGGA,0,2006
PAKUR,0,2006
PALAMU,0,2006
RANCHI,0,2006
SARAIKELA,0,2006
SIMDEGA,0,2006
BAGALKOT,0,2006
"BANGALORE COMMR.",0,2006
"BANGALORE RURAL",0,2006
BELGAUM,0,2006
BIDAR,0,2006
BIJAPUR,0,2006
CHAMARAJNAGAR,0,2006
CHITRADURGA,0,2006
"DAKSHIN KANNADA",0,2006
DAVANAGERE,0,2006
"DHARWAD COMMR.",0,2006
"DHARWAD RURAL",0,2006
GADAG,0,2006
GULBARGA,0,2006
HASSAN,0,2006
HAVERI,0,2006
K.G.F.,0,2006
KODAGU,0,2006
KOLAR,0,2006
KOPPAL,0,2006
MANDYA,0,2006
"MYSORE COMMR.",0,2006
"MYSORE RURAL",0,2006
RAILWAYS,0,2006
SHIMOGA,0,2006
TUMKUR,0,2006
UDUPI,0,2006
"UTTAR KANNADA",0,2006
ALAPUZHA,0,2006
CBCID,0,2006
"ERNAKULAM COMMR.",0,2006
"ERNAKULAM RURAL",0,2006
IDUKKI,0,2006
KANNUR,0,2006
KASARGOD,0,2006
KOLLAM,0,2006
KOTTAYAM,0,2006
"KOZHIKODE COMMR.",0,2006
"KOZHIKODE RURAL",0,2006
MALAPPURAM,0,2006
PALAKKAD,0,2006
PATHANAMTHITTA,0,2006
RAILWAYS,0,2006
THRISSUR,0,2006
"TRIVANDRUM COMMR.",0,2006
"TRIVANDRUM RURAL",0,2006
WAYANADU,0,2006
"ASHOK NAGAR",0,2006
BHIND,0,2006
BHOPAL,0,2006
"BHOPAL RLY.",0,2006
BURHANPUR,0,2006
CHHATARPUR,0,2006
DATIYA,0,2006
DEWAS,0,2006
DINDORI,0,2006
GUNA,0,2006
GWALIOR,0,2006
HOSHANGABAD,0,2006
INDORE,0,2006
"INDORE RLY.",0,2006
"JABALPUR RLY.",0,2006
MANDLA,0,2006
MANDSAUR,0,2006
MORENA,0,2006
NARSINGHPUR,0,2006
NEEMUCH,0,2006
RAJGARH,0,2006
REWA,0,2006
SHAHDOL,0,2006
SHAJAPUR,0,2006
SHEOPUR,0,2006
SHIVPURI,0,2006
UJJAIN,0,2006
VIDISHA,0,2006
AKOLA,0,2006
"AMRAVATI COMMR.",0,2006
"AMRAVATI RURAL",0,2006
"AURANGABAD COMMR.",0,2006
"AURANGABAD RURAL",0,2006
BHANDARA,0,2006
BULDHANA,0,2006
CHANDRAPUR,0,2006
GADCHIROLI,0,2006
GONDIA,0,2006
HINGOLI,0,2006
JALGAON,0,2006
JALNA,0,2006
KOLHAPUR,0,2006
LATUR,0,2006
"MUMBAI COMMR.",0,2006
"MUMBAI RLY.",0,2006
"NAGPUR COMMR.",0,2006
"NAGPUR RLY.",0,2006
"NAGPUR RURAL",0,2006
NANDED,0,2006
NANDURBAR,0,2006
"NASIK COMMR.",0,2006
PARBHANI,0,2006
"PUNE COMMR.",0,2006
"PUNE RLY.",0,2006
RAIGAD,0,2006
RATNAGIRI,0,2006
SANGLI,0,2006
SATARA,0,2006
SINDHUDURG,0,2006
"SOLAPUR COMMR.",0,2006
"THANE COMMR.",0,2006
"THANE RURAL",0,2006
WARDHA,0,2006
WASHIM,0,2006
BISHNUPUR,0,2006
CHANDEL,0,2006
CHURACHANDPUR,0,2006
"IMPHAL EAST",0,2006
"IMPHAL WEST",0,2006
SENAPATI,0,2006
TAMENGLONG,0,2006
THOUBAL,0,2006
UKHRUL,0,2006
"GARO HILLS EAST",0,2006
"GARO HILLS SOUTH",0,2006
"GARO HILLS WEST",0,2006
"JAINTIA HILLS",0,2006
"KHASI HILLS EAST",0,2006
"KHASI HILLS WEST",0,2006
RI-BHOI,0,2006
AIZAWL,0,2006
CHAMPHAI,0,2006
KOLASIB,0,2006
LAWNGTLAI,0,2006
LUNGLEI,0,2006
MAMIT,0,2006
SAIHA,0,2006
SERCHHIP,0,2006
DIMAPUR,0,2006
KIPHIRE,0,2006
MOKOKCHUNG,0,2006
MON,0,2006
PEREN,0,2006
PHEK,0,2006
TUENSANG,0,2006
WOKHA,0,2006
ZUNHEBOTO,0,2006
ANGUL,0,2006
BALASORE,0,2006
BERHAMPUR,0,2006
BHADRAK,0,2006
BOLANGIR,0,2006
BOUDH,0,2006
CUTTACK,0,2006
DEOGARH,0,2006
GAJAPATI,0,2006
GANJAM,0,2006
JAGATSINGHPUR,0,2006
JAJPUR,0,2006
JHARSUGUDA,0,2006
KALAHANDI,0,2006
KENDRAPARA,0,2006
KEONJHAR,0,2006
KHURDA,0,2006
MALKANGIR,0,2006
NAYAGARH,0,2006
NOWRANGPUR,0,2006
NUAPADA,0,2006
PURI,0,2006
RAYAGADA,0,2006
ROURKELA,0,2006
SAMBALPUR,0,2006
SONEPUR,0,2006
SRP(CUTTACK),0,2006
SRP(ROURKELA),0,2006
SUNDARGARH,0,2006
AMRITSAR,0,2006
BARNALA,0,2006
BATALA,0,2006
BHATINDA,0,2006
FARIDKOT,0,2006
"FATEHGARH SAHIB",0,2006
FEROZPUR,0,2006
G.R.P,0,2006
GURDASPUR,0,2006
HOSHIARPUR,0,2006
JAGRAON,0,2006
JALANDHAR,0,2006
KAPURTHALA,0,2006
KHANNA,0,2006
LUDHIANA,0,2006
MAJITHA,0,2006
MANSA,0,2006
MOGA,0,2006
MUKTSAR,0,2006
"NAWAN SHAHR",0,2006
PATIALA,0,2006
ROPAR,0,2006
SANGRUR,0,2006
"SAS NGR",0,2006
"TARN TARAN",0,2006
ALWAR,0,2006
BHARATPUR,0,2006
BIKANER,0,2006
CHITTORGARH,0,2006
CHURU,0,2006
DAUSA,0,2006
DUNGARPUR,0,2006
G.R.P.,0,2006
GANGANAGAR,0,2006
HANUMANGARH,0,2006
"JAIPUR NORTH",0,2006
JALORE,0,2006
JHUNJHUNU,0,2006
"JODHPUR CITY",0,2006
NAGAUR,0,2006
PALI,0,2006
RAJSAMAND,0,2006
SIROHI,0,2006
TONK,0,2006
UDAIPUR,0,2006
EAST,0,2006
NORTH,0,2006
SOUTH,0,2006
WEST,0,2006
CHENNAI,0,2006
"CHENNAI RLY.",0,2006
"COIMBATORE RURAL",0,2006
"COIMBATORE URBAN",0,2006
CUDDALORE,0,2006
DHARMAPURI,0,2006
DINDIGUL,0,2006
ERODE,0,2006
KANCHIPURAM,0,2006
KANYAKUMARI,0,2006
KARUR,0,2006
KRISHNAGIRI,0,2006
"MADURAI RURAL",0,2006
"MADURAI URBAN",0,2006
NAGAPATTINAM,0,2006
NAMAKKAL,0,2006
NILGIRIS,0,2006
PERAMBALUR,0,2006
PUDUKOTTAI,0,2006
RAMNATHAPURAM,0,2006
"SALEM RURAL",0,2006
"SALEM URBAN",0,2006
SIVAGANGAI,0,2006
THANJAVUR,0,2006
THENI,0,2006
"THIRUNELVELI RURAL",0,2006
"THIRUNELVELI URBAN",0,2006
THIRUVALLUR,0,2006
THIRUVANNAMALAI,0,2006
THIRUVARUR,0,2006
THOOTHUGUDI,0,2006
"TRICHY RLY.",0,2006
"TRICHY RURAL",0,2006
"TRICHY URBAN",0,2006
VELLORE,0,2006
VILLUPURAM,0,2006
VIRUDHUNAGAR,0,2006
DHALAI,0,2006
NORTH,0,2006
SOUTH,0,2006
WEST,0,2006
AGRA,0,2006
ALIGARH,0,2006
ALLAHABAD,0,2006
"AMBEDKAR NAGAR",0,2006
AURAIYA,0,2006
AZAMGARH,0,2006
BADAUN,0,2006
BAGHPAT,0,2006
BAHRAICH,0,2006
BALLIA,0,2006
BALRAMPUR,0,2006
BANDA,0,2006
BARABANKI,0,2006
BAREILLY,0,2006
BASTI,0,2006
BIJNOR,0,2006
BULANDSHAHAR,0,2006
CHANDOLI,0,2006
"CHITRAKOOT DHAM",0,2006
DEORIA,0,2006
ETAH,0,2006
ETAWAH,0,2006
FAIZABAD,0,2006
FATEHGARH,0,2006
FATEHPUR,0,2006
FIROZABAD,0,2006
G.R.P.,0,2006
"GAUTAMBUDH NAGAR",0,2006
GHAZIABAD,0,2006
GHAZIPUR,0,2006
GONDA,0,2006
GORAKHPUR,0,2006
HAMIRPUR,0,2006
HARDOI,0,2006
HATHRAS,0,2006
J.P.NAGAR,0,2006
JALAUN,0,2006
JAUNPUR,0,2006
JHANSI,0,2006
KANNAUJ,0,2006
"KANPUR DEHAT",0,2006
"KANPUR NAGAR",0,2006
KAUSHAMBI,0,2006
KHIRI,0,2006
"KUSHI NAGAR",0,2006
LALITPUR,0,2006
LUCKNOW,0,2006
MAHARAJGANJ,0,2006
MAHOBA,0,2006
MAINPURI,0,2006
MATHURA,0,2006
MAU,0,2006
MEERUT,0,2006
MIRZAPUR,0,2006
MORADABAD,0,2006
MUZAFFARNAGAR,0,2006
PILIBHIT,0,2006
PRATAPGARH,0,2006
RAIBAREILLY,0,2006
RAMPUR,0,2006
SAHARANPUR,0,2006
"SANT KABIRNAGAR",0,2006
SHAHJAHANPUR,0,2006
SHRAWASTI,0,2006
SIDHARTHNAGAR,0,2006
SITAPUR,0,2006
SONBHADRA,0,2006
ST.RAVIDASNAGAR,0,2006
SULTANPUR,0,2006
UNNAO,0,2006
VARANASI,0,2006
ALMORA,0,2006
BAGESHWAR,0,2006
CHAMOLI,0,2006
CHAMPAWAT,0,2006
DEHRADUN,0,2006
HARIDWAR,0,2006
NAINITAL,0,2006
"PAURI GARHWAL",0,2006
PITHORAGARH,0,2006
"RUDRA PRAYAG",0,2006
"TEHRI GARHWAL",0,2006
"UDHAMSINGH NAGAR",0,2006
UTTARKASHI,0,2006
"24 PARGANAS NORTH",0,2006
"24 PARGANAS SOUTH",0,2006
ASANSOL,0,2006
BANKURA,0,2006
BIRBHUM,0,2006
BURDWAN,0,2006
COOCHBEHAR,0,2006
"DAKSHIN DINAJPUR",0,2006
DARJEELING,0,2006
HOOGHLY,0,2006
HOWRAH,0,2006
"HOWRAH G.R.P.",0,2006
JALPAIGURI,0,2006
"KHARAGPUR G.R.P.",0,2006
KOLKATA,0,2006
MALDA,0,2006
MURSHIDABAD,0,2006
NADIA,0,2006
"PASCHIM MIDNAPUR",0,2006
"PURAB MIDNAPUR",0,2006
PURULIA,0,2006
"SEALDAH G.R.P.",0,2006
"SILIGURI G.R.P.",0,2006
"UTTAR DINAJPUR",0,2006
ANDAMAN,0,2006
NICOBAR,0,2006
CHANDIGARH,0,2006
"D and N HAVELI",0,2006
DAMAN,0,2006
DIU,0,2006
CENTRAL,0,2006
EAST,0,2006
GRP(RLY),0,2006
"IGI AIRPORT",0,2006
"NEW DELHI",0,2006
NORTH,0,2006
NORTH-EAST,0,2006
NORTH-WEST,0,2006
SOUTH,0,2006
SOUTH-WEST,0,2006
STF,0,2006
WEST,0,2006
LAKSHADWEEP,0,2006
KARAIKAL,0,2006
PONDICHERRY,0,2006
ANANTAPUR,0,2007
CHITTOOR,0,2007
CUDDAPAH,0,2007
"GUNTAKAL RLY.",0,2007
"HYDERABAD CITY",0,2007
KHAMMAM,0,2007
KRISHNA,0,2007
KURNOOL,0,2007
MEDAK,0,2007
NALGONDA,0,2007
NELLORE,0,2007
NIZAMABAD,0,2007
PRAKASHAM,0,2007
"RANGA REDDY",0,2007
"SECUNDERABAD RLY.",0,2007
SRIKAKULAM,0,2007
"VIJAYAWADA CITY",0,2007
"VIJAYAWADA RLY.",0,2007
"VISAKHA RURAL",0,2007
VISAKHAPATNAM,0,2007
VIZIANAGARAM,0,2007
"WEST GODAVARI",0,2007
CHANGLANG,0,2007
"DIBANG VALLEY",0,2007
K/KUMEY,0,2007
"KAMENG EAST",0,2007
"KAMENG WEST",0,2007
LOHIT,0,2007
"PAPUM PARE",0,2007
"SIANG EAST",0,2007
"SIANG UPPER",0,2007
"SIANG WEST",0,2007
"SUBANSIRI LOWER",0,2007
"SUBANSIRI UPPER",0,2007
TAWANG,0,2007
TIRAP,0,2007
"UPPER DIBANG VALLEY",0,2007
BARPETA,0,2007
BASKA,0,2007
BONGAIGAON,0,2007
C.I.D.,0,2007
CACHAR,0,2007
CHIRANG,0,2007
DARRANG,0,2007
DHEMAJI,0,2007
DHUBRI,0,2007
DIBRUGARH,0,2007
G.R.P.,0,2007
GOALPARA,0,2007
"GUWAHATI CITY",0,2007
HAILAKANDI,0,2007
JORHAT,0,2007
KAMRUP,0,2007
"KARBI ANGLONG",0,2007
KARIMGANJ,0,2007
KOKRAJHAR,0,2007
LAKHIMPUR,0,2007
MORIGAON,0,2007
N.C.HILLS,0,2007
NAGAON,0,2007
NALBARI,0,2007
R.P.O.,0,2007
SIBSAGAR,0,2007
TINSUKIA,0,2007
UDALGURI,0,2007
ARARIA,0,2007
ARWAL,0,2007
AURANGABAD,0,2007
BAGAHA,0,2007
BANKA,0,2007
BEGUSARAI,0,2007
BETTIAH,0,2007
BHABHUA,0,2007
BHOJPUR,0,2007
BUXAR,0,2007
DARBHANGA,0,2007
GAYA,0,2007
GOPALGANJ,0,2007
"JAMALPUR RLY.",0,2007
JAMUI,0,2007
JEHANABAD,0,2007
KATIHAR,0,2007
"KATIHAR RLY.",0,2007
KHAGARIA,0,2007
KISHANGANJ,0,2007
LAKHISARAI,0,2007
MADHEPURA,0,2007
MADHUBANI,0,2007
MOTIHARI,0,2007
MUNGER,0,2007
MUZAFFARPUR,0,2007
"MUZAFFARPUR RLY.",0,2007
NALANDA,0,2007
NAUGACHIA,0,2007
NAWADAH,0,2007
PATNA,0,2007
"PATNA RLY.",0,2007
PURNEA,0,2007
ROHTAS,0,2007
SAHARSA,0,2007
SAMASTIPUR,0,2007
SARAN,0,2007
SHEIKHPURA,0,2007
SHEOHAR,0,2007
SITAMARHI,0,2007
SIWAN,0,2007
SUPAUL,0,2007
VAISHALI,0,2007
BILASPUR,0,2007
BIZAPUR,0,2007
DANTEWARA,0,2007
DHAMTARI,0,2007
DURG,0,2007
"GRP RAIPUR",0,2007
KABIRDHAM,0,2007
KANKER,0,2007
KORBA,0,2007
NARAYANPUR,0,2007
RAIGARH,0,2007
RAJNANDGAON,0,2007
SURAJPUR,0,2007
"NORTH GOA",0,2007
"SOUTH GOA",0,2007
"AHMEDABAD COMMR.",0,2007
"AHMEDABAD RURAL",0,2007
AHWA-DANG,0,2007
AMRELI,0,2007
ANAND,0,2007
BHAVNAGAR,0,2007
DAHOD,0,2007
GANDHINAGAR,0,2007
JAMNAGAR,0,2007
JUNAGADH,0,2007
"KHEDA NORTH",0,2007
KUTCH,0,2007
MEHSANA,0,2007
PALANPUR,0,2007
PATAN,0,2007
PORBANDAR,0,2007
"RAJKOT COMMR.",0,2007
"RAJKOT RURAL",0,2007
"SURAT COMMR.",0,2007
SURENDRANAGAR,0,2007
"VADODARA COMMR.",0,2007
VALSAD,0,2007
W.RLY,0,2007
AMBALA,0,2007
BHIWANI,0,2007
FARIDABAD,0,2007
FATEHABAD,0,2007
GRP,0,2007
GURGAON,0,2007
HISSAR,0,2007
JHAJJAR,0,2007
JIND,0,2007
KAITHAL,0,2007
KARNAL,0,2007
KURUKSHETRA,0,2007
MAHENDRAGARH,0,2007
MEWAT,0,2007
PALWAL,0,2007
PANCHKULA,0,2007
PANIPAT,0,2007
REWARI,0,2007
ROHTAK,0,2007
SIRSA,0,2007
SONIPAT,0,2007
YAMUNANAGAR,0,2007
BILASPUR,0,2007
CHAMBA,0,2007
G.R.P.,0,2007
HAMIRPUR,0,2007
KANGRA,0,2007
KINNAUR,0,2007
KULLU,0,2007
LAHAUL-SPITI,0,2007
MANDI,0,2007
SHIMLA,0,2007
SIRMAUR,0,2007
SOLAN,0,2007
UNA,0,2007
ANANTNAG,0,2007
AWANTIPORA,0,2007
BARAMULLA,0,2007
"BORDER DISTRICT",0,2007
BUDGAM,0,2007
"CRIME JAMMU",0,2007
"CRIME SRINAGAR",0,2007
DODA,0,2007
GANDERBAL,0,2007
HANDWARA,0,2007
JAMMU,0,2007
KARGIL,0,2007
KATHUA,0,2007
KULGAM,0,2007
KUPWARA,0,2007
LEH,0,2007
POONCH,0,2007
PULWAMA,0,2007
RAILWAYS,0,2007
RAJOURI,0,2007
RAMBAN,0,2007
REASI,0,2007
SRINAGAR,0,2007
UDHAMPUR,0,2007
BOKARO,0,2007
CHAIBASA,0,2007
CHATRA,0,2007
DEOGHAR,0,2007
DHANBAD,0,2007
"DHANBAD RLY.",0,2007
DUMKA,0,2007
GARHWA,0,2007
GIRIDIH,0,2007
GODDA,0,2007
GUMLA,0,2007
HAZARIBAGH,0,2007
JAMSHEDPUR,0,2007
"JAMSHEDPUR RLY.",0,2007
JAMTARA,0,2007
KODERMA,0,2007
LATEHAR,0,2007
LOHARDAGGA,0,2007
PAKUR,0,2007
PALAMU,0,2007
RAMGARH,0,2007
SARAIKELA,0,2007
SIMDEGA,0,2007
BAGALKOT,0,2007
"BANGALORE COMMR.",0,2007
"BANGALORE RURAL",0,2007
BELGAUM,0,2007
BELLARY,0,2007
BIDAR,0,2007
BIJAPUR,0,2007
CHAMARAJNAGAR,0,2007
CHICKMAGALUR,0,2007
CHITRADURGA,0,2007
"DAKSHIN KANNADA",0,2007
DAVANAGERE,0,2007
"DHARWAD COMMR.",0,2007
"DHARWAD RURAL",0,2007
GADAG,0,2007
GULBARGA,0,2007
HASSAN,0,2007
HAVERI,0,2007
K.G.F.,0,2007
KODAGU,0,2007
KOPPAL,0,2007
MANDYA,0,2007
"MYSORE COMMR.",0,2007
"MYSORE RURAL",0,2007
RAICHUR,0,2007
RAILWAYS,0,2007
SHIMOGA,0,2007
TUMKUR,0,2007
UDUPI,0,2007
"UTTAR KANNADA",0,2007
ALAPUZHA,0,2007
CBCID,0,2007
"ERNAKULAM COMMR.",0,2007
"ERNAKULAM RURAL",0,2007
IDUKKI,0,2007
KANNUR,0,2007
KASARGOD,0,2007
KOLLAM,0,2007
KOTTAYAM,0,2007
"KOZHIKODE COMMR.",0,2007
"KOZHIKODE RURAL",0,2007
MALAPPURAM,0,2007
PATHANAMTHITTA,0,2007
RAILWAYS,0,2007
THRISSUR,0,2007
"TRIVANDRUM COMMR.",0,2007
"TRIVANDRUM RURAL",0,2007
WAYANADU,0,2007
ANUPPUR,0,2007
BHIND,0,2007
BHOPAL,0,2007
"BHOPAL RLY.",0,2007
BURHANPUR,0,2007
DATIYA,0,2007
DEWAS,0,2007
GWALIOR,0,2007
INDORE,0,2007
"INDORE RLY.",0,2007
"JABALPUR RLY.",0,2007
JHABUA,0,2007
KATNI,0,2007
MANDSAUR,0,2007
MORENA,0,2007
NARSINGHPUR,0,2007
PANNA,0,2007
RAISEN,0,2007
RAJGARH,0,2007
SAGAR,0,2007
SEONI,0,2007
SHAJAPUR,0,2007
SHEOPUR,0,2007
SIHORE,0,2007
TIKAMGARH,0,2007
UJJAIN,0,2007
AKOLA,0,2007
"AMRAVATI COMMR.",0,2007
"AMRAVATI RURAL",0,2007
"AURANGABAD COMMR.",0,2007
BULDHANA,0,2007
CHANDRAPUR,0,2007
DHULE,0,2007
GADCHIROLI,0,2007
GONDIA,0,2007
HINGOLI,0,2007
JALNA,0,2007
KOLHAPUR,0,2007
LATUR,0,2007
"MUMBAI COMMR.",0,2007
"MUMBAI RLY.",0,2007
"NAGPUR COMMR.",0,2007
"NAGPUR RLY.",0,2007
"NAGPUR RURAL",0,2007
NANDED,0,2007
NANDURBAR,0,2007
"NASIK COMMR.",0,2007
"NAVI MUMBAI",0,2007
OSMANABAD,0,2007
PARBHANI,0,2007
"PUNE COMMR.",0,2007
"PUNE RLY.",0,2007
"PUNE RURAL",0,2007
RAIGAD,0,2007
RATNAGIRI,0,2007
SANGLI,0,2007
SINDHUDURG,0,2007
"SOLAPUR COMMR.",0,2007
"THANE COMMR.",0,2007
"THANE RURAL",0,2007
WARDHA,0,2007
WASHIM,0,2007
YAVATMAL,0,2007
BISHNUPUR,0,2007
CHANDEL,0,2007
CHURACHANDPUR,0,2007
"IMPHAL EAST",0,2007
"IMPHAL WEST",0,2007
SENAPATI,0,2007
TAMENGLONG,0,2007
THOUBAL,0,2007
UKHRUL,0,2007
"GARO HILLS EAST",0,2007
"GARO HILLS SOUTH",0,2007
"GARO HILLS WEST",0,2007
"JAINTIA HILLS",0,2007
"KHASI HILLS EAST",0,2007
"KHASI HILLS WEST",0,2007
RI-BHOI,0,2007
AIZAWL,0,2007
CHAMPHAI,0,2007
KOLASIB,0,2007
LAWNGTLAI,0,2007
LUNGLEI,0,2007
MAMIT,0,2007
SAIHA,0,2007
SERCHHIP,0,2007
DIMAPUR,0,2007
KIPHIRE,0,2007
KOHIMA,0,2007
LONGLENG,0,2007
MOKOKCHUNG,0,2007
MON,0,2007
PEREN,0,2007
PHEK,0,2007
TUENSANG,0,2007
WOKHA,0,2007
ZUNHEBOTO,0,2007
ANGUL,0,2007
BALASORE,0,2007
BARAGARH,0,2007
BERHAMPUR,0,2007
BHADRAK,0,2007
BOLANGIR,0,2007
BOUDH,0,2007
CUTTACK,0,2007
DEOGARH,0,2007
DHENKANAL,0,2007
GANJAM,0,2007
JAGATSINGHPUR,0,2007
JAJPUR,0,2007
JHARSUGUDA,0,2007
KALAHANDI,0,2007
KANDHAMAL,0,2007
KENDRAPARA,0,2007
KEONJHAR,0,2007
KHURDA,0,2007
KORAPUT,0,2007
MALKANGIR,0,2007
NAYAGARH,0,2007
NOWRANGPUR,0,2007
NUAPADA,0,2007
PURI,0,2007
RAYAGADA,0,2007
ROURKELA,0,2007
SAMBALPUR,0,2007
SONEPUR,0,2007
SRP(CUTTACK),0,2007
SRP(ROURKELA),0,2007
SUNDARGARH,0,2007
AMRITSAR,0,2007
"AMRITSAR RURAL",0,2007
BARNALA,0,2007
BATALA,0,2007
BHATINDA,0,2007
FARIDKOT,0,2007
"FATEHGARH SAHIB",0,2007
FEROZPUR,0,2007
G.R.P,0,2007
GURDASPUR,0,2007
HOSHIARPUR,0,2007
JAGRAON,0,2007
JALANDHAR,0,2007
KAPURTHALA,0,2007
KHANNA,0,2007
LUDHIANA,0,2007
MANSA,0,2007
MOGA,0,2007
MUKTSAR,0,2007
"NAWAN SHAHR",0,2007
PATIALA,0,2007
ROPAR,0,2007
SANGRUR,0,2007
"SAS NGR",0,2007
"TARN TARAN",0,2007
AJMER,0,2007
BANSWARA,0,2007
BARAN,0,2007
BHARATPUR,0,2007
BHILWARA,0,2007
BIKANER,0,2007
BUNDI,0,2007
CHITTORGARH,0,2007
CHURU,0,2007
DAUSA,0,2007
DHOLPUR,0,2007
DUNGARPUR,0,2007
G.R.P.,0,2007
GANGANAGAR,0,2007
HANUMANGARH,0,2007
"JAIPUR EAST",0,2007
"JAIPUR NORTH",0,2007
"JAIPUR SOUTH",0,2007
JAISALMER,0,2007
JALORE,0,2007
"JODHPUR CITY",0,2007
"KOTA CITY",0,2007
"KOTA RURAL",0,2007
NAGAUR,0,2007
RAJSAMAND,0,2007
"SAWAI MADHOPUR",0,2007
SIROHI,0,2007
TONK,0,2007
UDAIPUR,0,2007
EAST,0,2007
NORTH,0,2007
SOUTH,0,2007
WEST,0,2007
CHENNAI,0,2007
"CHENNAI RLY.",0,2007
"COIMBATORE RURAL",0,2007
"COIMBATORE URBAN",0,2007
CUDDALORE,0,2007
DHARMAPURI,0,2007
DINDIGUL,0,2007
ERODE,0,2007
KANCHIPURAM,0,2007
KANYAKUMARI,0,2007
KARUR,0,2007
KRISHNAGIRI,0,2007
"MADURAI RURAL",0,2007
"MADURAI URBAN",0,2007
NAGAPATTINAM,0,2007
NAMAKKAL,0,2007
NILGIRIS,0,2007
PERAMBALUR,0,2007
PUDUKOTTAI,0,2007
RAMNATHAPURAM,0,2007
"SALEM RURAL",0,2007
"SALEM URBAN",0,2007
SIVAGANGAI,0,2007
THANJAVUR,0,2007
THENI,0,2007
"THIRUNELVELI RURAL",0,2007
"THIRUNELVELI URBAN",0,2007
THIRUVALLUR,0,2007
THIRUVANNAMALAI,0,2007
THIRUVARUR,0,2007
THOOTHUGUDI,0,2007
"TRICHY RLY.",0,2007
"TRICHY RURAL",0,2007
"TRICHY URBAN",0,2007
VELLORE,0,2007
VILLUPURAM,0,2007
VIRUDHUNAGAR,0,2007
DHALAI,0,2007
NORTH,0,2007
WEST,0,2007
AGRA,0,2007
ALIGARH,0,2007
ALLAHABAD,0,2007
"AMBEDKAR NAGAR",0,2007
AURAIYA,0,2007
AZAMGARH,0,2007
BADAUN,0,2007
BAGHPAT,0,2007
BAHRAICH,0,2007
BALLIA,0,2007
BALRAMPUR,0,2007
BANDA,0,2007
BARABANKI,0,2007
BAREILLY,0,2007
BASTI,0,2007
BIJNOR,0,2007
BULANDSHAHAR,0,2007
CHANDOLI,0,2007
"CHITRAKOOT DHAM",0,2007
DEORIA,0,2007
ETAH,0,2007
ETAWAH,0,2007
FAIZABAD,0,2007
FATEHGARH,0,2007
FATEHPUR,0,2007
FIROZABAD,0,2007
G.R.P.,0,2007
"GAUTAMBUDH NAGAR",0,2007
GHAZIABAD,0,2007
GHAZIPUR,0,2007
GONDA,0,2007
GORAKHPUR,0,2007
HAMIRPUR,0,2007
HARDOI,0,2007
HATHRAS,0,2007
J.P.NAGAR,0,2007
JALAUN,0,2007
JAUNPUR,0,2007
JHANSI,0,2007
